id,audio_path,duration_s,sample_rate,channels,language,transcription,speaker_id,region,recorded_at,source
rec_0147,audio/rec_0147.wav,3.7,16000,1,fr,Je suis très fier du travail des jeunes de notre quartier.,spk_050,Savanes,2025-10-20,radio_communautaire
rec_0148,audio/rec_0148.wav,3.8,16000,1,fr,"Franchement, l'équipe a fait un travail remarquable sur ce projet.",spk_042,Kara,2026-03-14,collecte_terrain
rec_0149,audio/rec_0149.wav,3.0,16000,1,ee,Ye woa sɔ kɔŋgbe aso afo so lidzi.,spk_059,Maritime,2025-11-30,studio_lome
rec_0150,audio/rec_0150.wav,5.3,16000,1,fr,Le pharmacien a annoncé la réunion de samedi prochain avant la tombée de la nuit.,spk_031,Plateaux,2025-12-31,contribution_mobile
rec_0151,audio/rec_0151.wav,7.3,16000,1,ee,Notre voisin a ouvert une nouvelle boutique près du carrefour devant tout le monde.,spk_027,Kara,2026-07-04,contribution_mobile
rec_0152,audio/rec_0152.wav,5.7,16000,1,fr,"L'hôtel est propre et bien situé, dommage que le bruit de la rue gâche les nuits.",spk_048,Kara,2025-10-20,radio_communautaire
rec_0153,audio/rec_0153.wav,4.1,16000,1,fr,"Encore une réunion annulée à la dernière minute, on perd notre temps.",spk_051,Savanes,2026-03-01,contribution_mobile
rec_0154,audio/rec_0154.wav,4.5,16000,1,fr,Ma coiffeuse a réparé la pompe du quartier hier soir sans prévenir personne.,,Maritime,2026-05-28,contribution_mobile
rec_0155,audio/rec_0155.wav,3.6,16000,1,fr,"Bravo, troisième coupure de courant de la journée, on avance bien.",spk_041,Maritime,2025-12-11,radio_communautaire
rec_0156,audio/rec_0156.wav,4.4,16000,1,ee,Dzigbezã alo dzigbe ŋkɔ ateŋ aƒonu kuɖe amesi tsɔ ŋkɔla ƒe tsɔme ŋti.,spk_055,Maritime,2026-08-04,studio_lome
rec_0157,audio/rec_0157.wav,3.7,16000,1,fr,"Le stade rénové est superbe, les gradins étaient pleins et joyeux.",spk_050,Kara,2025-10-16,collecte_terrain
rec_0158,audio/rec_0158.wav,5.3,8000,1,fr,Notre voisin attend la livraison de ciment depuis lundi devant tout le monde.,,Plateaux,2026-05-26,contribution_mobile
rec_0159,audio/rec_0159.wav,4.5,16000,1,fr,La directrice a déclaré que les résultats de cette année la déçoivent beaucoup.,spk_052,Centrale,2026-02-06,studio_lome
rec_0160,audio/rec_0160.wav,7.0,16000,1,fr,Le pharmacien a ouvert une nouvelle boutique près du carrefour devant tout le monde.,spk_009,Maritime,2026-05-16,contribution_mobile
rec_0092,audio/rec_0092.wav,7.1,16000,1,fr,Le chef du village recense les familles pour le programme agricole sans prévenir personne.,spk_031,Plateaux,2026-04-05,studio_lome
rec_0060,audio/rec_0060.wav,5.8,16000,1,fr,Mon oncle recense les familles pour le programme agricole devant tout le monde. ,spk_037,Kara,2026-03-03,studio_lome
rec_0161,audio/rec_0161.wav,4.1,16000,1,fr,La radio locale a ouvert une nouvelle boutique près du carrefour.,,Plateaux,2026-01-25,radio_communautaire
rec_0169,audio/rec_0169.wav,7.2,16000,1,fr,Le mécanicien a raconté son voyage à Sokodé la semaine dernière avant la tombée de la nuit.,spk_021,Centrale,2025-12-04,radio_communautaire
rec_0129,audio/rec_0129.wav,4.1,16000,1,fr,L'institutrice recense les familles pour le programme agricole. ,spk_013,Centrale,2026-06-18,collecte_terrain
rec_0162,audio/rec_0162.wav,6.1,16000,1,fr,L'institutrice a annoncé la réunion de samedi prochain juste après la pluie.,,Maritime,2026-04-27,collecte_terrain
rec_0163,audio/rec_0163.wav,4.0,16000,2,fr,Mon oncle attend la livraison de ciment depuis lundi.,,Savanes,2026-06-04,studio_lome
rec_0164,audio/rec_0164.wav,6.0,16000,1,ee,Mon oncle recense les familles pour le programme agricole pendant la coupure d'électricité.,spk_021,Plateaux,2026-04-15,radio_communautaire
rec_0165,audio/rec_0165.wav,2.0,16000,1,fr,Radio école champ boutique donc travail matin famille alors pluie école route village argent taxi récolte marché réunion moto famille route matin.,spk_035,Savanes,2026-07-16,studio_lome
rec_0166,audio/rec_0166.wav,3.6,16000,1,fr,"Le professeur humilie les élèves devant toute la classe, c'est inacceptable.",spk_049,Centrale,2025-12-17,radio_communautaire
rec_0146,audio/rec_0146.wav,4.5,16000,1,fr,La  radio locale recense les familles pour le programme agricole sans prévenir personne.,spk_039,Savanes,2026-07-23,contribution_mobile
rec_0167,audio/rec_0167.wav,4.5,8000,1,fr,Mon oncle recense les familles pour le programme agricole sans prévenir personne.,spk_007,Kara,2026-04-23,collecte_terrain
rec_0168,audio/rec_0168.wav,47.0,16000,1,fr,La radio locale organise une collecte pour l'école du village. Ma coiffeuse a ouvert une nouvelle boutique près du carrefour au retour du champ.,spk_025,Kara,2026-07-07,collecte_terrain
rec_0169,audio/rec_0169.wav,7.2,16000,1,fr,Le mécanicien a raconté son voyage à Sokodé la semaine dernière avant la tombée de la nuit.,spk_021,Centrale,2025-12-04,radio_communautaire
rec_0170,audio/rec_0170.wav,4.2,16000,1,fr,Le chauffeur de taxi prépare la fête de fin d'année avec les jeunes.,spk_022,Maritime,2025-09-13,studio_lome
rec_0171,audio/rec_0171.wav,4.1,16000,1,fr,Le dÃ©filÃ© du quartier a Ã©tÃ© reportÃ© Ã  cause de l'Ã©tat de la chaussÃ©e.,spk_013,Centrale,2026-08-10,collecte_terrain
rec_0172,audio/rec_0172.wav,1.9,16000,1,ee,KƆSIƉAME ŊKEKEWO KPLE EME NYAWO,spk_059,Maritime,2026-04-14,studio_lome
rec_0173,audio/rec_0173.wav,8.7,16000,1,fr,,spk_006,Plateaux,2025-09-12,studio_lome
rec_0174,audio/rec_0174.wav,0.9,16000,1,fr,Maison récolte radio famille voilà argent alors champ taxi.,spk_035,Centrale,2025-11-23,contribution_mobile
rec_0175,audio/rec_0175.wav,47.0,16000,1,fr,Le mécanicien a expliqué le nouveau tarif du transport avec l'aide des femmes du quartier. Le chef du village prépare la fête de fin d'année avec les jeunes au retour du champ.,spk_016,Kara,2025-09-11,radio_communautaire
rec_0176,audio/rec_0176.wav,7.8,8000,1,fr,,spk_010,Centrale,2025-10-11,collecte_terrain
rec_0177,audio/rec_0177.wav,5.9,16000,1,fr,La vendeuse du marché a raconté son voyage à Sokodé la semaine dernière malgré la chaleur.,spk_017,Savanes,2026-01-03,collecte_terrain
rec_0178,audio/rec_0178.wav,4.7,16000,1,fr,Le mécanicien a raconté son voyage à Sokodé la semaine dernière juste après la pluie.,,Centrale,2026-08-08,studio_lome
rec_0179,audio/rec_0179.wav,7.8,16000,1,fr,,spk_001,Savanes,2025-12-19,collecte_terrain
rec_0180,audio/rec_0180.wav,4.9,16000,1,fr,"La connexion est redevenue stable, ça fait plaisir de travailler dans ces conditions.",spk_043,Maritime,2026-01-11,contribution_mobile
